url,name,cost_text,rooms,parking,desc
https://www.domain.com.au/4-ensign-street-maribyrnong-vic-3032-17082297,"4 Ensign Street, Maribyrnong VIC 3032","$1,900","6 Beds, 3 Baths",2 Parking,"Discover the perfect blend of comfort and convenience in this stunning six-bedroom home. This unique home offers an ideal living space for families, professionals, or anyone looking to enjoy a high-quality lifestyle in one of Melbourne's most vibrant suburbs."
https://www.domain.com.au/2601-82-flinders-street-melbourne-vic-3000-16272189,"2601/82 Flinders Street, Melbourne VIC 3000",$1900 per week,"4 Beds, 2 Baths",2 Parking,JORDAN PALMA
https://www.domain.com.au/3-64-irving-road-toorak-vic-3142-17051493,"3/64 Irving Road, Toorak VIC 3142","$1,895.00","2 Beds, 2 Baths",3 Parking,"FULLY FURNISHED Privately situated in one of Melbourne's preeminent boulevards, this luxuriously renovated town residence is privileged in outlook and amenity offering a living environment of rare refinement and utter exclusivity. At the forefront of elegant design and sophisticated low-maintenance living, no expense has been spared in the renovation with every aspect complementing the home's"
https://www.domain.com.au/101-67-well-street-brighton-vic-3186-17150311,"101/67 Well Street, Brighton VIC 3186","$1,875.00","3 Beds, 2 Baths",2 Parking,Ben McDonald
https://www.domain.com.au/7-72-orrong-road-elsternwick-vic-3185-16971211,"7/72 Orrong Road, Elsternwick VIC 3185","$1,850 per week","4 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/195a-wood-street-flinders-vic-3929-16903846,"195A Wood Street, Flinders VIC 3929",$1850 Per Week,"4 Beds, 3 Baths",2 Parking,"Discover the epitome of coastal living in this stunning 4-bedroom, 3-bathroom residence nestled in the sought-after enclave of Flinders. Boasting breathtaking views of Mushroom Reef to Bass Strait."
https://www.domain.com.au/14-madeline-street-glen-waverley-vic-3150-16604089,"14 Madeline Street, Glen Waverley VIC 3150","$1,850","5 Beds, 4 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/12-admiralty-court-safety-beach-vic-3936-17032243,"12 Admiralty Court, Safety Beach VIC 3936",$1850 per week,"3 Beds, 3 Baths",3 Parking,*Private Inspections Invited*
https://www.domain.com.au/7507-70-southbank-boulevard-southbank-vic-3006-14683556,"7507/70 Southbank Boulevard, Southbank VIC 3006","$1,841","3 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/4-church-street-abbotsford-vic-3067-16934548,"4 Church Street, Abbotsford VIC 3067",$1800 per week,"4 Beds, 3 Baths",2 Parking,HOW DO I REGISTER TO INSPECT ? - Instructions available below this ad.
https://www.domain.com.au/5-gladstone-avenue-aspendale-vic-3195-17183518,"5 Gladstone Avenue, Aspendale VIC 3195",$1800pw / $7821pcm,"5 Beds, 3 Baths",2 Parking,"This five-bedroom, three-bathroom, fully furnished sanctuary has been stylishly appointed for carefree family living. Comprising of a spacious open plan living area extending to a alfresco oasis and overlooked by a modern stone kitchen with stainless steel appliances. Upstairs there is an additional living zone with a balcony overlooking the water."
https://www.domain.com.au/26-riverside-terrace-barwon-heads-vic-3227-17092796,"26 Riverside Terrace, Barwon Heads VIC 3227","$1,800.00","6 Beds, 2 Baths",4 Parking,* Unverified feature
https://www.domain.com.au/464-new-street-brighton-vic-3186-17110437,"464 New Street, Brighton VIC 3186","$1,800.00","4 Beds, 2 Baths",1 Parking,"Beautifully presented Edwardian home combines period elegance and contemporary design. Just as impressive is the Brighton location bordering Elwood within an easy walk to local cafes, parks and the beach, and 450 metres from Elsternwick Primary School. Spacious and welcoming with a central hallway leading to the open plan lounge, dining and modern light-filled kitchen featuring a 90cm Smeg oven"
https://www.domain.com.au/182-dendy-street-brighton-east-vic-3187-17172276,"182 Dendy Street, Brighton East VIC 3187","$1,800.00","4 Beds, 2 Baths",2 Parking,Amelia Falvo
https://www.domain.com.au/1-29-bulla-road-bulla-vic-3428-17125170,"1-29 Bulla Road, Bulla VIC 3428","$1,800 per week","6 Beds, 2 Baths",− Parking,Phone enquiries - please quote property ID 34494.
https://www.domain.com.au/29-drummond-street-carlton-vic-3053-11093755,"29 Drummond street, Carlton VIC 3053","$1,800","7 Beds, 3 Baths",1 Parking,BIg Victorian house for rent with city skyline views comprise as follows :-
https://www.domain.com.au/176-scotchmans-rd-drysdale-vic-3222-16884014,"176 Scotchmans Rd, Drysdale VIC 3222","$1,800 weekly","7 Beds, 4 Baths",6 Parking,* Unverified feature
https://www.domain.com.au/7105-370-queens-street-melbourne-vic-3000-17021822,"7105/370 Queens Street, Melbourne VIC 3000",$1800 Fully Furnished pw,"3 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/penthouse-312-high-st-northcote-vic-3070-16962129,"Penthouse/312 High St, Northcote VIC 3070",$1800 per week,"3 Beds, 3 Baths",1 Parking,Call Alma 0425825889
https://www.domain.com.au/1-2-lumley-court-prahran-vic-3181-17170077,"1/2 Lumley Court, Prahran VIC 3181","$1,800 Per Week","3 Beds, 2 Baths",2 Parking,Tom Koller
https://www.domain.com.au/1-shipley-street-south-yarra-vic-3141-17030423,"1 Shipley Street, South Yarra VIC 3141","$1,800.00","4 Beds, 3 Baths",2 Parking,"Positioned high on South Yarra Hill and featuring light-filled living areas and attractive North facing outdoor spaces, this Marcus Martin town residence (c. 1939) has been meticulously maintained and enhanced to provide effortless comfort throughout. Comprises elegant living and dining areas, a second separate dining or optional study, spacious kitchen with granite countertops alongside European"
https://www.domain.com.au/6207-18-hoff-bvd-southbank-vic-3006-17156399,"6207/18 Hoff Bvd, Southbank VIC 3006","$1,800.00","3 Beds, 2 Baths",1 Parking,Meggan Eade
https://www.domain.com.au/1-loch-street-st-kilda-west-vic-3182-17172517,"1 Loch Street, St Kilda West VIC 3182","$1,800","4 Beds, 2 Baths",3 Parking,"Experience the charm and elegance of this beautifully maintained four-bedroom period home in the heart of St Kilda West. Featuring stunning Art Deco details, this residence boasts high ceilings, an abundance of natural light, and modern comforts throughout. Enjoy year-round comfort with ducted heating and cooling, complemented by hydronic heating in each room."
https://www.domain.com.au/6-woodside-crescent-toorak-vic-3142-17175753,"6 Woodside Crescent, Toorak VIC 3142","$1,800.00","4 Beds, 2 Baths",4 Parking,Renee Hewstone
https://www.domain.com.au/660-orrong-road-toorak-vic-3142-17120320,"660 Orrong Road, Toorak VIC 3142",$1850 Per Week,"4 Beds, 2 Baths",2 Parking,"Escape to a European oasis with this magnificent solid brick Victorian residence, offering outstanding family dimensions and a wonderful environment for immediate enjoyment."
https://www.domain.com.au/1302-1-powlett-street-east-melbourne-vic-3002-17123877,"1302/1 Powlett Street, East Melbourne VIC 3002",$1795 Per Week,"3 Beds, 2 Baths",2 Parking,"Perfectly positioned overlooking the MCG, Tennis Centre, and the city skyline, this stunning 13th-floor executive residence offers unparalleled luxury and style. Designed by the renowned architect Nation Fender Katsalidas, this residence exudes elegance and sophistication."
https://www.domain.com.au/6703-500-elizabeth-street-melbourne-vic-3000-17179464,"6703/500 Elizabeth Street, Melbourne VIC 3000",1795/week,"3 Beds, 4 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/1-42c-head-street-brighton-vic-3186-17140479,"1/42C Head Street, Brighton VIC 3186","$1,750.00","3 Beds, 2 Baths",2 Parking,Amelia Falvo
https://www.domain.com.au/12a-comer-street-brighton-east-vic-3187-17135539,"12A Comer Street, Brighton East VIC 3187","$1,750.00","4 Beds, 3 Baths",3 Parking,"Splendidly enhancing its original circa 1950s grandeur, an architect-designed second-storey parental domain elevates the luxurious contemporary liveability of this outstanding four-bedroom Brighton East family home, which features indoor/outdoor connectivity to a tropical-inspired resort-style alfresco zone."
https://www.domain.com.au/41-snead-boulevard-cranbourne-vic-3977-17080870,"41 Snead Boulevard, Cranbourne VIC 3977","$1,750.00 per week","4 Beds, 4 Baths",4 Parking,* Unverified feature
https://www.domain.com.au/9-hartington-street-elsternwick-vic-3185-17180160,"9 Hartington Street, Elsternwick VIC 3185","$1,750","4 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/101-99-spring-street-melbourne-vic-3000-17161698,"101/99 Spring Street, Melbourne VIC 3000",$1750 per week,"3 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/14-balmerino-avenue-toorak-vic-3142-17149213,"14 Balmerino Avenue, Toorak VIC 3142","$1,750 per week","3 Beds, 2 Baths",2 Parking,"An inspired designer renovation has transformed this 1932 double storey clinker brick home into a stunning and practical residence in this exclusive pocket close to Toorak Village, Como Park, Royal South Yarra Tennis Club and schools."
https://www.domain.com.au/385b-beach-rd-beaumaris-vic-3193-17142751,"385B Beach Rd, Beaumaris VIC 3193","$1,700 per week","3 Beds, 3 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/9-parklands-cres-brighton-east-vic-3187-17175146,"9 Parklands Cres, Brighton East VIC 3187","$1,700 per week","5 Beds, 2 Baths",4 Parking,* Unverified feature
https://www.domain.com.au/3-243-balaclava-road-caulfield-north-vic-3161-16566484,"3/243 Balaclava Road, Caulfield North VIC 3161","$2,000 per week","4 Beds, 3 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/138-sycamore-st-caulfield-south-vic-3162-17175622,"138 Sycamore St, Caulfield South VIC 3162","$1,700 weekly","5 Beds, 3 Baths",2 Parking,Samantha Lee
https://www.domain.com.au/203-140-gipps-st-east-melbourne-vic-3002-17060701,"203/140 Gipps St, East Melbourne VIC 3002","$1,700 per week I Furnished","2 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/2507-433-collins-st-melbourne-vic-3000-14707207,"2507/433 Collins St, Melbourne VIC 3000","$1,700 per week","3 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/403-8-bligh-place-melbourne-vic-3000-16967143,"403/8 Bligh Place, Melbourne VIC 3000",$1700 per week,"2 Beds, 2 Baths",1 Parking,***Unfurnished***
https://www.domain.com.au/1501-601-st-kilda-road-melbourne-vic-3004-14868412,"1501/601 St Kilda Road, Melbourne VIC 3004",Whole floor penthouse - $1700 Per Week,"2 Beds, 2 Baths",3 Parking,* Unverified feature
https://www.domain.com.au/506-28-tanner-street-richmond-vic-3121-17135516,"506/28 Tanner Street, Richmond VIC 3121",$1700 pw,"3 Beds, 2 Baths",2 Parking,"***Short Term Lease Welcome***Presenting an extraordinary rarity in Richmond's warehouse apartment living, this breathtaking fully furnished residence offers bespoke design paired with an abundance of natural light, creating the ultimate inner-city retreat. Highlighted by timber floors and floor-to-ceiling double-glazed windows, this two-level apartment frames sweeping urban vistas from every"
https://www.domain.com.au/4502-7-riverside-quay-southbank-vic-3006-17078784,"4502/7 Riverside Quay, Southbank VIC 3006","$1700.00 Fully furnished, all utitilies per week","3 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/101-34-fitzroy-street-st-kilda-vic-3182-17111945,"101/34 Fitzroy Street, St Kilda VIC 3182","FURNISHED - $1,700 per week","3 Beds, 2 Baths",1 Parking,"**Fully Furnished** Welcome to a private world of refined style and exceptional living, where indulgence is at the heart of every room. With 3 bedrooms and 1 office and transformed by all the contestants as part of The Block 2018 (challenge apartment), this grand revival features lift access, garage parking and an iconic location metres from the beach. The finest craftsmanship has created a"
https://www.domain.com.au/2a-bayview-street-elsternwick-vic-3185-17153678,"2A Bayview Street, Elsternwick VIC 3185","$1,695.00","4 Beds, 2 Baths",2 Parking,Steven Biggins
https://www.domain.com.au/g02-24-grenville-street-hampton-vic-3188-17044012,"G02/24 Grenville Street, Hampton VIC 3188","$1,695 Per Week","3 Beds, 2 Baths",2 Parking,"Perfectly positioned between 5min walk to the Bay and Hampton Street, this brand-new Martin Friedrich-designed 3-bedroom fully furnished apartment will captivate with its luxurious high-end finishes, and an alfresco entertaining area with built in BBQ/Outdoor fridge. Distinguished by dual entries by the front gate through lovely garden or through the building, and two car parks in the basement"
https://www.domain.com.au/69-esplanade-east-port-melbourne-vic-3207-17114061,"69 Esplanade East, Port Melbourne VIC 3207","$1,695.00","3 Beds, 2 Baths",1 Parking,PLEASE NOTE THIS PROPERTY IS FURNISHED
https://www.domain.com.au/192a-south-road-brighton-east-vic-3187-17164303,"192A South Road, Brighton East VIC 3187","$1,690.00","4 Beds, 3 Baths",4 Parking,Michelle Murray
https://www.domain.com.au/201-1-wallace-avenue-toorak-vic-3142-17179658,"201/1 Wallace Avenue, Toorak VIC 3142","$1,685 per week","2 Beds, 2 Baths",2 Parking,The Phone Code for this property is: 51836. Please quote this number when phoning or texting.
https://www.domain.com.au/7-wallace-grove-brighton-vic-3186-17155678,"7 Wallace Grove, Brighton VIC 3186","$1,660.00","3 Beds, 2 Baths",2 Parking,Paul West
https://www.domain.com.au/2-42c-head-street-brighton-vic-3186-17140589,"2/42C Head Street, Brighton VIC 3186","$1,650.00","3 Beds, 3 Baths",2 Parking,Amelia Falvo
https://www.domain.com.au/8-burchett-street-brunswick-vic-3056-17064477,"8 Burchett Street, Brunswick VIC 3056","$1,650.00","4 Beds, 2 Baths",2 Parking,"This double-fronted Victorian offers four bedrooms with built-in robes, including a main bedroom with a walk-in robe, ensuite, and private deck."
https://www.domain.com.au/15-james-court-mount-martha-vic-3934-17078264,"15 James Court, Mount Martha VIC 3934",$1650 per week,"5 Beds, 3 Baths",6 Parking,* Unverified feature
https://www.domain.com.au/9-11-chambers-street-south-yarra-vic-3141-17049814,"9-11 Chambers Street, South Yarra VIC 3141",$1650/week,"5 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/2-leighton-court-toorak-vic-3142-17141235,"2 Leighton Court, Toorak VIC 3142","$1,650 per week","4 Beds, 3 Baths",3 Parking,* Unverified feature
https://www.domain.com.au/8-2-lansell-court-toorak-vic-3142-17175634,"8/2 Lansell Court, Toorak VIC 3142","$1,650 Per Week","3 Beds, 3 Baths",2 Parking,Hudson Keppell
https://www.domain.com.au/501-45-nott-street-port-melbourne-vic-3207-16309459,"501/45 Nott Street, Port Melbourne VIC 3207",Stay 1 mth plus - $1645pw,"2 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/110-beevers-street-footscray-vic-3011-14870244,"110 Beevers Street, Footscray VIC 3011","$95,000.00","12 Beds, 3 Baths",6 Parking,* Unverified feature
https://www.domain.com.au/3004-7-siddeley-street-docklands-vic-3008-17079309,"3004/7 Siddeley Street, Docklands VIC 3008","$1,625pw | 3mnths free rent* & tandem car park","3 Beds, 2 Baths",2 Parking,Join LIV Aston's first residents at North Wharf and be welcomed with 3 months rent-free* when you make your move this Spring.
https://www.domain.com.au/8-graham-street-albert-park-vic-3206-17175976,"8 Graham Street, Albert Park VIC 3206",$1600 per week,"4 Beds, 3 Baths",2 Parking,Jade Sterland
https://www.domain.com.au/1-cosham-st-brighton-vic-3186-17156163,"1 Cosham St, Brighton VIC 3186","$1,600 per week","5 Beds, 4 Baths",3 Parking,* Unverified feature
https://www.domain.com.au/8-esplanade-ave-brighton-vic-3186-17138220,"8 Esplanade Ave, Brighton VIC 3186",$1600 per week,"4 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/49-regent-street-brighton-east-vic-3187-17071588,"49 Regent Street, Brighton East VIC 3187","$1,600 per week","4 Beds, 3 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/g02-71-station-street-fairfield-vic-3078-17050636,"G02/71 Station Street, Fairfield VIC 3078","$1,600 Per Week","4 Beds, 3 Baths",4 Parking,* Unverified feature
https://www.domain.com.au/181-scotchmer-street-fitzroy-north-vic-3068-17144703,"181 Scotchmer Street, Fitzroy North VIC 3068","$1,600.00","3 Beds, 2 Baths",1 Parking,Jayde Cashion
https://www.domain.com.au/17-rosedale-grove-frankston-south-vic-3199-17162572,"17 Rosedale Grove, Frankston South VIC 3199","$1,600 pw","5 Beds, 4 Baths",3 Parking,* Unverified feature
https://www.domain.com.au/30-mckinley-avenue-malvern-vic-3144-15265764,"30 Mckinley Avenue, Malvern VIC 3144",$1600 per week,"4 Beds, 2 Baths",1 Parking,Renovated Family Home
https://www.domain.com.au/18-20-bay-road-mount-martha-vic-3934-17151652,"18-20 Bay Road, Mount Martha VIC 3934",$1600pw,"3 Beds, 3 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/44-oban-street-south-yarra-vic-3141-17141998,"44 Oban Street, South Yarra VIC 3141",$1600 per week,"4 Beds, 3 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/8306-70-southbank-boulevard-southbank-vic-3006-17172079,"8306/70 Southbank Boulevard, Southbank VIC 3006",$1600 per week,"3 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/13-knox-street-yarraville-vic-3013-17031503,"13 Knox Street, Yarraville VIC 3013","$1,600 per week","3 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/14-barnato-grove-armadale-vic-3143-17125839,"14 Barnato Grove, Armadale VIC 3143","$1,595.00","4 Beds, 2 Baths",3 Parking,"Substantial, stylish and ideally situated, this outstanding recently refreshed residence offers exceptional surroundings for modern family life. Refined formal entertaining areas overlooking the front yard the lead you out to the open plan kitchen/ dining and family zone, there is the utmost space for any growing family. Also filled northern light, this functional floorplan will not disappoint"
https://www.domain.com.au/5b-margaret-street-brighton-east-vic-3187-17154782,"5B Margaret Street, Brighton East VIC 3187","$1,595.00","4 Beds, 4 Baths",2 Parking,Ashleigh Coutts
https://www.domain.com.au/109-150-clarendon-street-east-melbourne-vic-3002-17068103,"109/150 Clarendon Street, East Melbourne VIC 3002",$1595 per week,"2 Beds, 2 Baths",2 Parking,"Looking directly over magnificent Fitzroy Gardens, uniquedesign features, and sheer luxury. This residence isMelbourne's most exclusive development.Distinctive interiors deliver expansive living & dining spaceswith floor to ceiling glass extending to a broad balcony.The marble kitchen is equipped with Miele oven, stove-top,dishwasher and integrated fridge. Two bedrooms, both withen-suites"
https://www.domain.com.au/52-george-street-east-melbourne-vic-3002-17138915,"52 George Street, East Melbourne VIC 3002",$1595 Per Week,"4 Beds, 2 Baths",2 Parking,Behind the elegant facade of this 3 storey stunning terrace is a most desirable home of generous proportions in a superb location.
https://www.domain.com.au/1-oxford-lane-south-yarra-vic-3141-17183050,"1 Oxford Lane, South Yarra VIC 3141",$1595 Per Week,"3 Beds, 2 Baths",2 Parking,Evelyne Surja
https://www.domain.com.au/20-smith-street-port-melbourne-vic-3207-17149927,"20 Smith Street, Port Melbourne VIC 3207","$1,650","4 Beds, 4 Baths",1 Parking,"Live in style and comfort in this stunning 4-bedroom, 4-bathroom townhouse featuring an internal lift located at 20 Smith Street, Port Melbourne."
https://www.domain.com.au/8-gillman-street-malvern-east-vic-3145-16977743,"8 Gillman Street, Malvern East VIC 3145","$1,580.00","4 Beds, 2 Baths",1 Parking,"Elevated above street level and presiding over an attractive treelined streetscape on the fringe of the revered Gascoigne Estate, an immaculate façade introduces this extraordinary freestanding Victorian home, beautifully maintained and exquisitely presented. Creating a tribute to a bygone era, gleaming timber floors, graceful high ceilings and vast sash windows deliver traditional character, and"
https://www.domain.com.au/242-dandenong-road-st-kilda-east-vic-3183-17170610,"242 Dandenong Road, St Kilda East VIC 3183","$1,575 per week","6 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/148-page-street-middle-park-vic-3206-17141473,"148 Page Street, Middle Park VIC 3206",$1560.00 per week,"3 Beds, 3 Baths",− Parking,Jade Sterland
https://www.domain.com.au/55-second-street-black-rock-vic-3193-17040920,"55 Second Street, Black Rock VIC 3193","$1,550.00","4 Beds, 2 Baths",3 Parking,SHORT TERM LEASE AVAILABLE UNTIL DECEMBER 1ST - FURNISHED OR UNFURNISHED AVAILABLE
https://www.domain.com.au/6-30-esplanade-brighton-vic-3186-16840060,"6/30 Esplanade, Brighton VIC 3186",$1550 Per Week,"3 Beds, 2 Baths",2 Parking,"Stunning four bedroom, 2.5 bathroom town residence intelligently layered over three levels with a sensational rooftop terrace with bay views."
https://www.domain.com.au/7-tahara-road-toorak-vic-3142-12174434,"7 Tahara Road, Toorak VIC 3142","$1,550 per week","4 Beds, 2 Baths",2 Parking,The Phone Code for this property is: 58978. Please quote this number when phoning or texting.
https://www.domain.com.au/18-18-curzon-street-west-melbourne-vic-3003-16668376,"18/18 Curzon Street, West Melbourne VIC 3003","$1,550 per week","3 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/5a-church-street-south-melbourne-vic-3205-17001476,"5A Church Street, South Melbourne VIC 3205","$1,545 per week","3 Beds, 2 Baths",1 Parking,The Phone Code for this property is: 95027. Please quote this number when phoning or texting.
https://www.domain.com.au/8-fitzpatrick-street-south-melbourne-vic-3205-17133960,"8 Fitzpatrick Street, South Melbourne VIC 3205","$1,540 weekly","3 Beds, 2 Baths",1 Parking,"This double storey townhouse offers so much.  Fully furnished or can be rented without furniture based on your preference, you will need for nothing living here.  Offering 3 generously sized bedrooms all with BIRs and smart TVs, large living room, open plan fully appointed, contemporary kitchen and dining room which lead to a fully enclosed large deck area.  In addition, there is a full sized"
https://www.domain.com.au/16-tramway-parade-beaumaris-vic-3193-15718748,"16 Tramway Parade, Beaumaris VIC 3193","$1,600","4 Beds, 3 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/904-7-siddeley-street-docklands-vic-3008-17145039,"904/7 Siddeley Street, Docklands VIC 3008","$1,535pw | 3mnths free rent* & furnished","3 Beds, 2 Baths",− Parking,* Unverified feature
https://www.domain.com.au/hillside-vic-3037-16524925,Hillside VIC 3037,$1529 pw Furnished,"5 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/1501-35-albert-road-melbourne-vic-3000-17164923,"1501/35 Albert Road, Melbourne VIC 3000","$1,504 per week","3 Beds, 2 Baths",2 Parking,* Unverified feature
https://www.domain.com.au/164-richardson-street-albert-park-vic-3206-17180285,"164 Richardson Street, Albert Park VIC 3206","$1,495 per week","3 Beds, 1 Bath",− Parking,Fran Gill
https://www.domain.com.au/276-ascot-vale-road-ascot-vale-vic-3032-17169003,"276 Ascot Vale Road, Ascot Vale VIC 3032","$1,500 per week","3 Beds, 2 Baths",4 Parking,"Step into a realm of timeless elegance and meticulous craftsmanship with this stunning Victorian property. Renowned for its classic allure and impeccable restoration, every corner of this three-bedroom sanctuary whispers luxury and sophistication. From the whisper-quiet interiors to the extravagant gourmet kitchen, indulge in the epitome of refined living and entertaining. Nestled just moments"
https://www.domain.com.au/119-westbury-street-balaclava-vic-3183-16771723,"119 Westbury Street, Balaclava VIC 3183","$1,495 per week","5 Beds, 2 Baths",1 Parking,* Unverified feature
https://www.domain.com.au/1-511-balcombe-road-beaumaris-vic-3193-17152550,"1/511 Balcombe Road, Beaumaris VIC 3193","$1,495 Per Week","4 Beds, 3 Baths",2 Parking,Stella Patselis
